;;MTRL-0421;;;;;;;;
08/04/2021 09:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:27;00:00:25;00:00:52;0,42;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 09:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:07;00:00:32;00:00:39;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 09:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:31;00:00:49;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 09:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:11;00:00:51;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 09:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:29;00:00:14;00:00:43;0,23;Terminado por 02619974093759;
08/04/2021 10:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:07;00:00:47;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:15;00:00:57;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:25;00:00:39;0,42;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:11;00:00:50;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:27;00:00:25;00:00:52;0,42;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:03;00:00:44;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:14;00:00:33;00:00:47;0,55;Terminado por 02619997768027;
08/04/2021 10:06;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:16;00:00:14;00:00:30;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:06;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:54;00:01:07;0,9;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:40;00:01:01;0,67;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:08;00:00:50;0,13;Terminado por 02619981472374;
08/04/2021 10:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:09;00:00:25;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:37;00:00:13;00:00:50;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:27;00:00:29;00:00:56;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:05;00:00:48;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:08;00:00:15;00:00:23;0,25;Terminado por 02619982628305;
08/04/2021 10:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:44;00:00:14;00:00:58;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:10;00:00:49;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:27;00:00:43;0,45;Terminado por 02619991220137;
08/04/2021 10:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:16;00:00:37;0,27;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:28;00:00:36;00:01:04;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:28;00:00:02;00:00:30;0,03;Terminado por 02619987708702;
08/04/2021 10:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:32;00:00:50;0,53;Terminado por 02619992125627;
08/04/2021 10:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:05;00:00:24;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:32;00:00:29;00:01:01;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:09;00:00:50;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:08;00:00:48;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:47;00:00:12;00:00:59;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:42;00:00:04;00:00:46;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:32;00:00:44;0,53;Terminado por 02619989767928;
08/04/2021 10:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:10;00:00:27;0,17;Terminado por 02619994301870;
08/04/2021 10:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:11;00:00:28;0,18;Terminado por 02619994301870;
08/04/2021 10:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:08;00:00:19;0,13;Terminado por 02619987401510;
08/04/2021 10:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:04;00:00:46;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:15;00:00:55;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:13;00:00:25;00:00:38;0,42;Terminado por 02619999224230;
08/04/2021 10:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:11;00:00:09;00:00:20;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 10:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:09;00:00:49;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 11:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:01:09;00:01:25;1,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 12:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61939E+11;Atendida;00:00:19;00:01:45;00:02:04;1,75;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:05;00:00:29;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61939E+11;Atendida;00:00:15;00:01:59;00:02:14;1,98;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:13;00:00:33;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:03;00:00:22;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:31;00:00:40;00:01:11;0,67;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:01;00:00:19;0,02;Terminado por 02619987332646;
08/04/2021 13:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:07;00:00:26;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:03;00:00:41;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:24;00:00:40;0,4;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:26;00:00:16;00:00:42;0,27;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:08;00:00:48;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:28;00:00:27;00:00:55;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:10;00:00:31;00:00:41;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 13:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:35;00:00:54;0,58;Terminado por 02619996673018;
08/04/2021 13:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:19;00:00:36;00:00:55;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:19;00:00:58;0,32;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:03;00:00:43;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:44;00:01:26;0,73;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:17;00:00:12;00:00:29;0,2;Terminado por 02619983652175;
08/04/2021 14:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:15;00:00:28;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:09;00:00:50;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:04;00:00:22;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:26;00:00:12;00:00:38;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:27;00:00:41;00:01:08;0,68;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:00:27;00:00:41;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:08;00:00:48;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:19;00:00:59;0,32;Terminado por 02619983555054;
08/04/2021 14:54;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:27;00:00:11;00:00:38;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:05;00:00:45;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 14:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:07;00:00:46;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 15:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:11;00:00:49;0,18;Terminado por 02619992194342;
08/04/2021 15:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:13;00:00:54;0,22;Terminado por 02619988175722;
08/04/2021 15:06;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:28;00:00:47;0,47;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 15:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:39;00:01:00;0,65;Terminado por 02619989277263;
08/04/2021 15:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:07;00:00:47;0,12;Terminado por 02619989272763;
08/04/2021 15:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:33;00:00:46;0,55;Terminado por 02619987663603;
08/04/2021 15:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:12;00:00:30;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 15:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:09;00:00:50;0,15;Terminado por 02619992751427;
08/04/2021 15:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:11;00:00:51;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 15:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:27;00:00:04;00:00:31;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 15:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:03;00:00:43;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 15:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:39;00:00:17;00:00:56;0,28;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 15:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:13;00:00:53;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 15:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:22;00:00:24;00:00:46;0,4;Terminado por 02619993805188;
08/04/2021 16:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:24;00:00:25;00:00:49;0,42;Terminado por 02619981758927;
08/04/2021 16:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:01;00:00:41;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 16:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:16;00:00:04;00:00:20;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 16:07;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 16:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:12;00:00:03;00:00:15;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
08/04/2021 16:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:05;00:00:18;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:51;00:00:02;00:00:53;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:36;00:00:57;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:01:12;00:00:10;00:01:22;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:03;00:00:44;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:12;00:00:55;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:06;00:00:27;0,1;Terminado por 02619992084969;
09/04/2021 08:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:06;00:00:26;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:09;00:00:36;00:00:45;0,6;Terminado por 02619983378803;
09/04/2021 08:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:14;00:00:10;00:00:24;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:09;00:00:05;00:00:14;0,08;Terminado por 02619992234335;
09/04/2021 08:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:34;00:00:47;0,57;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:30;00:00:49;0,5;Terminado por 02619991804306;
09/04/2021 08:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:02;00:00:15;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:03;00:00:43;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:09;00:00:50;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:02;00:00:44;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:03;00:00:44;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:10;00:00:30;00:00:40;0,5;Terminado por 02619982115898;
09/04/2021 08:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:08;00:00:05;00:00:13;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:22;00:00:02;00:00:24;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 08:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:04;00:00:43;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:14;00:00:03;00:00:17;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:03;00:00:42;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:04;00:00:44;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:07;00:00:24;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:03;00:00:44;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:45;00:00:02;00:00:47;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:12;00:00:53;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:13;00:00:56;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:04;00:00:43;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
